,NAME,STATION,DATE,year,month,day,TMIN,TMAX,TAVG,PRCP,SNWD
4229,"MENDOZA AERO, AR",AR000087418,1969-12-16,1969,12,16,18.6,37.0,27.8,0.0,0.0
4230,"MENDOZA AERO, AR",AR000087418,1969-12-17,1969,12,17,21.8,31.9,26.85,0.0,0.0
4231,"MENDOZA AERO, AR",AR000087418,1969-12-18,1969,12,18,19.4,34.7,27.05,0.0,0.0
4232,"MENDOZA AERO, AR",AR000087418,1969-12-19,1969,12,19,22.0,32.0,27.0,0.0,0.0
4233,"MENDOZA AERO, AR",AR000087418,1969-12-20,1969,12,20,19.4,33.3,26.349999999999998,0.0,0.0
4234,"MENDOZA AERO, AR",AR000087418,1969-12-21,1969,12,21,19.4,29.5,24.45,0.0,0.0
4235,"MENDOZA AERO, AR",AR000087418,1969-12-22,1969,12,22,14.7,33.0,23.85,0.0,0.0
4236,"MENDOZA AERO, AR",AR000087418,1969-12-23,1969,12,23,18.4,31.8,25.1,0.0,0.0
4237,"MENDOZA AERO, AR",AR000087418,1969-12-24,1969,12,24,18.0,35.8,26.9,0.0,0.0
4238,"MENDOZA AERO, AR",AR000087418,1969-12-25,1969,12,25,18.0,35.5,26.75,0.0,0.0
4239,"MENDOZA AERO, AR",AR000087418,1969-12-26,1969,12,26,19.4,35.5,27.45,0.0,0.0
4240,"MENDOZA AERO, AR",AR000087418,1969-12-27,1969,12,27,20.6,29.4,25.0,0.0,0.0
4241,"MENDOZA AERO, AR",AR000087418,1969-12-28,1969,12,28,15.4,33.6,24.5,0.0,0.0
4242,"MENDOZA AERO, AR",AR000087418,1969-12-29,1969,12,29,16.0,38.0,27.0,0.0,0.0
4243,"MENDOZA AERO, AR",AR000087418,1969-12-30,1969,12,30,20.6,36.4,28.5,0.0,0.0
4244,"MENDOZA AERO, AR",AR000087418,1969-12-31,1969,12,31,20.0,38.1,29.05,0.0,0.0
4245,"MENDOZA AERO, AR",AR000087418,1970-01-01,1970,1,1,20.4,37.5,28.95,0.0,0.0
4246,"MENDOZA AERO, AR",AR000087418,1970-01-02,1970,1,2,17.0,30.0,23.5,0.0,0.0
4247,"MENDOZA AERO, AR",AR000087418,1970-01-03,1970,1,3,18.0,31.5,24.75,0.0,0.0
4248,"MENDOZA AERO, AR",AR000087418,1970-01-04,1970,1,4,19.3,29.3,24.3,0.0,0.0
4249,"MENDOZA AERO, AR",AR000087418,1970-01-05,1970,1,5,14.6,23.7,19.15,0.0,0.0
4250,"MENDOZA AERO, AR",AR000087418,1970-01-06,1970,1,6,15.6,25.5,20.55,0.0,0.0
4251,"MENDOZA AERO, AR",AR000087418,1970-01-07,1970,1,7,17.5,31.1,24.3,0.0,0.0
4252,"MENDOZA AERO, AR",AR000087418,1970-01-08,1970,1,8,18.5,27.5,23.0,0.0,0.0
4253,"MENDOZA AERO, AR",AR000087418,1970-01-09,1970,1,9,15.2,29.4,22.299999999999997,0.0,0.0
4254,"MENDOZA AERO, AR",AR000087418,1970-01-10,1970,1,10,17.6,31.5,24.55,0.0,0.0
4255,"MENDOZA AERO, AR",AR000087418,1970-01-11,1970,1,11,16.7,34.6,25.65,0.0,0.0
4256,"MENDOZA AERO, AR",AR000087418,1970-01-12,1970,1,12,18.0,35.4,26.7,0.0,0.0
4257,"MENDOZA AERO, AR",AR000087418,1970-01-13,1970,1,13,19.9,31.3,25.6,0.0,0.0
4258,"MENDOZA AERO, AR",AR000087418,1970-01-14,1970,1,14,13.4,31.7,22.55,0.0,0.0
4259,"MENDOZA AERO, AR",AR000087418,1970-01-15,1970,1,15,15.4,35.4,25.4,0.0,0.0
4260,"MENDOZA AERO, AR",AR000087418,1970-01-16,1970,1,16,18.2,30.6,24.4,0.0,0.0
4261,"MENDOZA AERO, AR",AR000087418,1970-01-17,1970,1,17,16.7,30.8,23.75,0.0,0.0
4262,"MENDOZA AERO, AR",AR000087418,1970-01-18,1970,1,18,16.0,32.2,24.1,0.0,0.0
4263,"MENDOZA AERO, AR",AR000087418,1970-01-19,1970,1,19,18.6,36.4,27.5,0.0,0.0
4264,"MENDOZA AERO, AR",AR000087418,1970-01-20,1970,1,20,21.4,33.5,27.45,0.0,0.0
4265,"MENDOZA AERO, AR",AR000087418,1970-01-21,1970,1,21,21.2,34.3,27.75,0.0,0.0
4266,"MENDOZA AERO, AR",AR000087418,1970-01-22,1970,1,22,18.7,27.7,23.2,0.0,0.0
4267,"MENDOZA AERO, AR",AR000087418,1970-01-23,1970,1,23,19.5,30.4,24.95,0.0,0.0
4268,"MENDOZA AERO, AR",AR000087418,1970-01-24,1970,1,24,17.0,30.6,23.8,0.0,0.0
4269,"MENDOZA AERO, AR",AR000087418,1970-01-25,1970,1,25,16.1,26.1,21.1,0.0,0.0
4270,"MENDOZA AERO, AR",AR000087418,1970-01-26,1970,1,26,11.2,29.2,20.2,0.0,0.0
4271,"MENDOZA AERO, AR",AR000087418,1970-01-27,1970,1,27,16.0,29.4,22.7,0.0,0.0
4272,"MENDOZA AERO, AR",AR000087418,1970-01-28,1970,1,28,16.2,28.7,22.45,0.0,0.0
4273,"MENDOZA AERO, AR",AR000087418,1970-01-29,1970,1,29,13.0,34.2,23.6,0.0,0.0
4274,"MENDOZA AERO, AR",AR000087418,1970-01-30,1970,1,30,15.3,37.2,26.25,0.0,0.0
4275,"MENDOZA AERO, AR",AR000087418,1970-01-31,1970,1,31,20.0,34.6,27.3,0.0,0.0
4276,"MENDOZA AERO, AR",AR000087418,1970-02-01,1970,2,1,20.6,34.5,27.55,0.0,0.0
4277,"MENDOZA AERO, AR",AR000087418,1970-02-02,1970,2,2,20.0,30.6,25.3,0.0,0.0
4278,"MENDOZA AERO, AR",AR000087418,1970-02-03,1970,2,3,17.0,34.5,25.75,0.0,0.0
4279,"MENDOZA AERO, AR",AR000087418,1970-02-04,1970,2,4,20.8,29.7,25.25,0.0,0.0
4280,"MENDOZA AERO, AR",AR000087418,1970-02-05,1970,2,5,9.5,23.3,16.4,0.0,0.0
4281,"MENDOZA AERO, AR",AR000087418,1970-02-06,1970,2,6,9.0,24.0,16.5,0.0,0.0
4282,"MENDOZA AERO, AR",AR000087418,1970-02-07,1970,2,7,8.5,30.0,19.25,0.0,0.0
4283,"MENDOZA AERO, AR",AR000087418,1970-02-08,1970,2,8,12.4,36.2,24.3,0.0,0.0
4284,"MENDOZA AERO, AR",AR000087418,1970-02-09,1970,2,9,16.0,36.0,26.0,0.0,0.0
4285,"MENDOZA AERO, AR",AR000087418,1970-02-10,1970,2,10,16.5,37.4,26.95,0.0,0.0
4286,"MENDOZA AERO, AR",AR000087418,1970-02-11,1970,2,11,18.7,37.5,28.1,0.0,0.0
4287,"MENDOZA AERO, AR",AR000087418,1970-02-12,1970,2,12,23.8,33.6,28.700000000000003,0.0,0.0
4288,"MENDOZA AERO, AR",AR000087418,1970-02-13,1970,2,13,21.6,33.5,27.55,0.0,0.0
4289,"MENDOZA AERO, AR",AR000087418,1970-02-14,1970,2,14,19.5,34.0,26.75,0.0,0.0
4290,"MENDOZA AERO, AR",AR000087418,1970-02-15,1970,2,15,20.0,34.4,27.2,0.0,0.0
4291,"MENDOZA AERO, AR",AR000087418,1970-02-16,1970,2,16,16.5,35.4,25.95,0.0,0.0
4292,"MENDOZA AERO, AR",AR000087418,1970-02-17,1970,2,17,24.5,37.2,30.85,0.0,0.0
4293,"MENDOZA AERO, AR",AR000087418,1970-02-18,1970,2,18,22.5,36.9,29.7,0.0,0.0
4294,"MENDOZA AERO, AR",AR000087418,1970-02-19,1970,2,19,21.0,36.5,28.75,0.0,0.0
4295,"MENDOZA AERO, AR",AR000087418,1970-02-20,1970,2,20,18.5,28.5,23.5,0.0,0.0
4296,"MENDOZA AERO, AR",AR000087418,1970-02-21,1970,2,21,15.3,30.2,22.75,0.0,0.0
4297,"MENDOZA AERO, AR",AR000087418,1970-02-22,1970,2,22,14.8,36.0,25.4,0.0,0.0
4298,"MENDOZA AERO, AR",AR000087418,1970-02-23,1970,2,23,19.5,38.0,28.75,0.0,0.0
4299,"MENDOZA AERO, AR",AR000087418,1970-02-24,1970,2,24,22.0,38.7,30.35,0.0,0.0
4300,"MENDOZA AERO, AR",AR000087418,1970-02-25,1970,2,25,23.2,35.5,29.35,0.0,0.0
4301,"MENDOZA AERO, AR",AR000087418,1970-02-26,1970,2,26,20.8,31.5,26.15,0.0,0.0
4302,"MENDOZA AERO, AR",AR000087418,1970-02-27,1970,2,27,16.0,26.4,21.2,0.0,0.0
4303,"MENDOZA AERO, AR",AR000087418,1970-02-28,1970,2,28,17.8,27.6,22.700000000000003,0.0,0.0
4304,"MENDOZA AERO, AR",AR000087418,1970-03-01,1970,3,1,13.0,31.2,22.1,0.0,0.0
4305,"MENDOZA AERO, AR",AR000087418,1970-03-02,1970,3,2,17.5,35.8,26.65,0.0,0.0
4306,"MENDOZA AERO, AR",AR000087418,1970-03-03,1970,3,3,15.8,31.4,23.6,0.0,0.0
4307,"MENDOZA AERO, AR",AR000087418,1970-03-04,1970,3,4,19.5,33.3,26.4,0.0,0.0
4308,"MENDOZA AERO, AR",AR000087418,1970-03-05,1970,3,5,18.6,36.5,27.55,0.0,0.0
4309,"MENDOZA AERO, AR",AR000087418,1970-03-06,1970,3,6,22.0,33.4,27.7,0.0,0.0
4310,"MENDOZA AERO, AR",AR000087418,1970-03-07,1970,3,7,22.7,36.7,29.7,0.0,0.0
4311,"MENDOZA AERO, AR",AR000087418,1970-03-08,1970,3,8,20.4,34.4,27.4,0.0,0.0
4312,"MENDOZA AERO, AR",AR000087418,1970-03-09,1970,3,9,18.5,32.5,25.5,0.0,0.0
4313,"MENDOZA AERO, AR",AR000087418,1970-03-10,1970,3,10,16.9,30.9,23.9,0.0,0.0
4314,"MENDOZA AERO, AR",AR000087418,1970-03-11,1970,3,11,13.9,27.9,20.9,0.0,0.0
4315,"MENDOZA AERO, AR",AR000087418,1970-03-12,1970,3,12,7.9,21.9,14.9,0.0,0.0
4316,"MENDOZA AERO, AR",AR000087418,1970-03-13,1970,3,13,12.5,26.5,19.5,0.0,0.0
4317,"MENDOZA AERO, AR",AR000087418,1970-03-14,1970,3,14,14.5,28.5,21.5,0.0,0.0
4318,"MENDOZA AERO, AR",AR000087418,1970-03-15,1970,3,15,13.4,27.4,20.4,0.0,0.0
4319,"MENDOZA AERO, AR",AR000087418,1970-03-16,1970,3,16,10.0,24.0,17.0,0.0,0.0
4320,"MENDOZA AERO, AR",AR000087418,1970-03-17,1970,3,17,8.6,22.6,15.6,0.0,0.0
4321,"MENDOZA AERO, AR",AR000087418,1970-03-18,1970,3,18,8.9,22.9,15.9,0.0,0.0
4322,"MENDOZA AERO, AR",AR000087418,1970-03-19,1970,3,19,9.6,23.6,16.6,0.0,0.0
4323,"MENDOZA AERO, AR",AR000087418,1970-03-20,1970,3,20,11.3,25.3,18.3,0.0,0.0
4324,"MENDOZA AERO, AR",AR000087418,1970-03-21,1970,3,21,13.0,27.0,20.0,0.0,0.0
4325,"MENDOZA AERO, AR",AR000087418,1970-03-22,1970,3,22,18.1,32.1,25.1,0.0,0.0
4326,"MENDOZA AERO, AR",AR000087418,1970-03-23,1970,3,23,15.5,29.5,22.5,0.0,0.0
4327,"MENDOZA AERO, AR",AR000087418,1970-03-24,1970,3,24,11.8,25.8,18.8,0.0,0.0
4328,"MENDOZA AERO, AR",AR000087418,1970-03-25,1970,3,25,13.9,27.9,20.9,0.0,0.0
4329,"MENDOZA AERO, AR",AR000087418,1970-03-26,1970,3,26,19.5,33.5,26.5,0.0,0.0
4330,"MENDOZA AERO, AR",AR000087418,1970-03-27,1970,3,27,15.4,29.4,22.4,0.0,0.0
4331,"MENDOZA AERO, AR",AR000087418,1970-03-28,1970,3,28,15.9,29.9,22.9,0.0,0.0
4332,"MENDOZA AERO, AR",AR000087418,1970-03-29,1970,3,29,16.0,30.0,23.0,0.0,0.0
4333,"MENDOZA AERO, AR",AR000087418,1970-03-30,1970,3,30,11.0,25.0,18.0,0.0,0.0
4334,"MENDOZA AERO, AR",AR000087418,1970-03-31,1970,3,31,12.8,26.8,19.8,0.0,0.0
4335,"MENDOZA AERO, AR",AR000087418,1970-04-01,1970,4,1,15.3,21.8,18.55,0.0,0.0
4336,"MENDOZA AERO, AR",AR000087418,1970-04-02,1970,4,2,13.9,25.4,19.65,0.0,0.0
4337,"MENDOZA AERO, AR",AR000087418,1970-04-03,1970,4,3,11.0,25.6,18.3,0.0,0.0
4338,"MENDOZA AERO, AR",AR000087418,1970-04-04,1970,4,4,14.9,25.1,20.0,0.0,0.0
4339,"MENDOZA AERO, AR",AR000087418,1970-04-05,1970,4,5,11.4,29.6,20.5,0.0,0.0
4340,"MENDOZA AERO, AR",AR000087418,1970-04-06,1970,4,6,15.8,27.6,21.700000000000003,0.0,0.0
4341,"MENDOZA AERO, AR",AR000087418,1970-04-07,1970,4,7,15.0,30.2,22.6,0.0,0.0
4342,"MENDOZA AERO, AR",AR000087418,1970-04-08,1970,4,8,17.0,28.5,22.75,0.0,0.0
4343,"MENDOZA AERO, AR",AR000087418,1970-04-09,1970,4,9,14.0,29.5,21.75,0.0,0.0
4344,"MENDOZA AERO, AR",AR000087418,1970-04-10,1970,4,10,14.1,29.8,21.95,0.0,0.0
4345,"MENDOZA AERO, AR",AR000087418,1970-04-11,1970,4,11,13.8,28.6,21.200000000000003,0.0,0.0
4346,"MENDOZA AERO, AR",AR000087418,1970-04-12,1970,4,12,13.7,22.1,17.9,0.0,0.0
4347,"MENDOZA AERO, AR",AR000087418,1970-04-13,1970,4,13,9.5,26.8,18.15,0.0,0.0
4348,"MENDOZA AERO, AR",AR000087418,1970-04-14,1970,4,14,14.8,25.3,20.05,0.0,0.0
4349,"MENDOZA AERO, AR",AR000087418,1970-04-15,1970,4,15,11.4,26.5,18.95,0.0,0.0
4350,"MENDOZA AERO, AR",AR000087418,1970-04-16,1970,4,16,12.3,30.0,21.15,0.0,0.0
4351,"MENDOZA AERO, AR",AR000087418,1970-04-17,1970,4,17,13.9,29.3,21.6,0.0,0.0
4352,"MENDOZA AERO, AR",AR000087418,1970-04-18,1970,4,18,13.1,28.6,20.85,0.0,0.0
4353,"MENDOZA AERO, AR",AR000087418,1970-04-19,1970,4,19,15.4,31.5,23.45,0.0,0.0
4354,"MENDOZA AERO, AR",AR000087418,1970-04-20,1970,4,20,14.8,31.0,22.9,0.0,0.0
4355,"MENDOZA AERO, AR",AR000087418,1970-04-21,1970,4,21,14.5,30.3,22.4,0.0,0.0
4356,"MENDOZA AERO, AR",AR000087418,1970-04-22,1970,4,22,15.0,29.6,22.3,0.0,0.0
4357,"MENDOZA AERO, AR",AR000087418,1970-04-23,1970,4,23,16.1,27.5,21.8,0.0,0.0
4358,"MENDOZA AERO, AR",AR000087418,1970-04-24,1970,4,24,14.6,27.5,21.05,0.0,0.0
4359,"MENDOZA AERO, AR",AR000087418,1970-04-25,1970,4,25,13.9,28.7,21.3,0.0,0.0
4360,"MENDOZA AERO, AR",AR000087418,1970-04-26,1970,4,26,13.2,24.0,18.6,0.0,0.0
4361,"MENDOZA AERO, AR",AR000087418,1970-04-27,1970,4,27,7.0,23.5,15.25,0.0,0.0
4362,"MENDOZA AERO, AR",AR000087418,1970-04-28,1970,4,28,6.5,24.9,15.7,0.0,0.0
4363,"MENDOZA AERO, AR",AR000087418,1970-04-29,1970,4,29,6.7,25.5,16.1,0.0,0.0
4364,"MENDOZA AERO, AR",AR000087418,1970-04-30,1970,4,30,9.6,24.6,17.1,0.0,0.0
4365,"MENDOZA AERO, AR",AR000087418,1970-05-01,1970,5,1,8.0,25.6,16.8,0.0,0.0
4366,"MENDOZA AERO, AR",AR000087418,1970-05-02,1970,5,2,7.3,26.4,16.849999999999998,0.0,0.0
4367,"MENDOZA AERO, AR",AR000087418,1970-05-03,1970,5,3,9.0,23.9,16.45,0.0,0.0
4368,"MENDOZA AERO, AR",AR000087418,1970-05-04,1970,5,4,9.9,25.5,17.7,0.0,0.0
4369,"MENDOZA AERO, AR",AR000087418,1970-05-05,1970,5,5,3.0,15.6,9.3,0.0,0.0
4370,"MENDOZA AERO, AR",AR000087418,1970-05-06,1970,5,6,2.4,17.5,9.95,0.0,0.0
4371,"MENDOZA AERO, AR",AR000087418,1970-05-07,1970,5,7,1.0,20.5,10.75,0.0,0.0
4372,"MENDOZA AERO, AR",AR000087418,1970-05-08,1970,5,8,1.0,23.2,12.1,0.0,0.0
4373,"MENDOZA AERO, AR",AR000087418,1970-05-09,1970,5,9,7.0,16.7,11.85,0.0,0.0
4374,"MENDOZA AERO, AR",AR000087418,1970-05-10,1970,5,10,1.0,18.0,9.5,0.0,0.0
4375,"MENDOZA AERO, AR",AR000087418,1970-05-11,1970,5,11,1.6,17.0,9.3,0.0,0.0
4376,"MENDOZA AERO, AR",AR000087418,1970-05-12,1970,5,12,1.4,18.0,9.7,0.0,0.0
4377,"MENDOZA AERO, AR",AR000087418,1970-05-13,1970,5,13,1.5,21.2,11.35,0.0,0.0
4378,"MENDOZA AERO, AR",AR000087418,1970-05-14,1970,5,14,5.9,19.5,12.7,0.0,0.0
4379,"MENDOZA AERO, AR",AR000087418,1970-05-15,1970,5,15,8.7,17.5,13.1,0.0,0.0
4380,"MENDOZA AERO, AR",AR000087418,1970-05-16,1970,5,16,5.5,21.0,13.25,0.0,0.0
4381,"MENDOZA AERO, AR",AR000087418,1970-05-17,1970,5,17,4.7,17.0,10.85,0.0,0.0
4382,"MENDOZA AERO, AR",AR000087418,1970-05-18,1970,5,18,3.9,8.0,5.95,0.0,0.0
4383,"MENDOZA AERO, AR",AR000087418,1970-05-19,1970,5,19,1.5,13.4,7.45,0.0,0.0
4384,"MENDOZA AERO, AR",AR000087418,1970-05-20,1970,5,20,-0.5,16.0,7.75,0.0,0.0
4385,"MENDOZA AERO, AR",AR000087418,1970-05-21,1970,5,21,0.5,20.3,10.4,0.0,0.0
4386,"MENDOZA AERO, AR",AR000087418,1970-05-22,1970,5,22,1.6,21.2,11.4,0.0,0.0
4387,"MENDOZA AERO, AR",AR000087418,1970-05-23,1970,5,23,3.5,22.5,13.0,0.0,0.0
4388,"MENDOZA AERO, AR",AR000087418,1970-05-24,1970,5,24,2.6,20.0,11.3,0.0,0.0
4389,"MENDOZA AERO, AR",AR000087418,1970-05-25,1970,5,25,4.0,25.1,14.55,0.0,0.0
4390,"MENDOZA AERO, AR",AR000087418,1970-05-26,1970,5,26,4.6,21.0,12.8,0.0,0.0
4391,"MENDOZA AERO, AR",AR000087418,1970-05-27,1970,5,27,2.7,29.0,15.85,0.0,0.0
4392,"MENDOZA AERO, AR",AR000087418,1970-05-28,1970,5,28,12.6,19.9,16.25,0.0,0.0
4393,"MENDOZA AERO, AR",AR000087418,1970-05-29,1970,5,29,4.0,21.0,12.5,0.0,0.0
4394,"MENDOZA AERO, AR",AR000087418,1970-05-30,1970,5,30,3.5,19.6,11.55,0.0,0.0
4395,"MENDOZA AERO, AR",AR000087418,1970-05-31,1970,5,31,2.5,18.4,10.45,0.0,0.0
4396,"MENDOZA AERO, AR",AR000087418,1970-06-01,1970,6,1,7.9,15.0,11.45,0.0,0.0
4397,"MENDOZA AERO, AR",AR000087418,1970-06-02,1970,6,2,1.0,14.2,7.6,0.0,0.0
4398,"MENDOZA AERO, AR",AR000087418,1970-06-03,1970,6,3,2.7,17.0,9.85,0.0,0.0
4399,"MENDOZA AERO, AR",AR000087418,1970-06-04,1970,6,4,1.6,13.0,7.3,0.0,0.0
4400,"MENDOZA AERO, AR",AR000087418,1970-06-05,1970,6,5,0.0,13.7,6.85,0.0,0.0
4401,"MENDOZA AERO, AR",AR000087418,1970-06-06,1970,6,6,-2.0,16.0,7.0,0.0,0.0
4402,"MENDOZA AERO, AR",AR000087418,1970-06-07,1970,6,7,1.7,16.7,9.2,0.0,0.0
4403,"MENDOZA AERO, AR",AR000087418,1970-06-08,1970,6,8,-0.2,16.8,8.3,0.0,0.0
4404,"MENDOZA AERO, AR",AR000087418,1970-06-09,1970,6,9,0.8,17.2,9.0,0.0,0.0
4405,"MENDOZA AERO, AR",AR000087418,1970-06-10,1970,6,10,2.8,17.6,10.200000000000001,0.0,0.0
4406,"MENDOZA AERO, AR",AR000087418,1970-06-11,1970,6,11,2.5,15.5,9.0,0.0,0.0
4407,"MENDOZA AERO, AR",AR000087418,1970-06-12,1970,6,12,3.3,17.0,10.15,0.0,0.0
4408,"MENDOZA AERO, AR",AR000087418,1970-06-13,1970,6,13,4.3,16.2,10.25,0.0,0.0
4409,"MENDOZA AERO, AR",AR000087418,1970-06-14,1970,6,14,0.0,16.9,8.45,0.0,0.0
4410,"MENDOZA AERO, AR",AR000087418,1970-06-15,1970,6,15,0.5,17.1,8.8,0.0,0.0
4411,"MENDOZA AERO, AR",AR000087418,1970-06-16,1970,6,16,0.5,17.2,8.85,0.0,0.0
4412,"MENDOZA AERO, AR",AR000087418,1970-06-17,1970,6,17,7.7,14.8,11.25,0.0,0.0
4413,"MENDOZA AERO, AR",AR000087418,1970-06-18,1970,6,18,1.0,15.5,8.25,0.0,0.0
4414,"MENDOZA AERO, AR",AR000087418,1970-06-19,1970,6,19,3.8,14.7,9.25,0.0,0.0
4415,"MENDOZA AERO, AR",AR000087418,1970-06-20,1970,6,20,1.5,16.6,9.05,0.0,0.0
4416,"MENDOZA AERO, AR",AR000087418,1970-06-21,1970,6,21,6.0,13.4,9.7,0.0,0.0
4417,"MENDOZA AERO, AR",AR000087418,1970-06-22,1970,6,22,2.5,14.0,8.25,0.0,0.0
4418,"MENDOZA AERO, AR",AR000087418,1970-06-23,1970,6,23,-2.0,14.5,6.25,0.0,0.0
4419,"MENDOZA AERO, AR",AR000087418,1970-06-24,1970,6,24,-3.0,14.2,5.6,0.0,0.0
4420,"MENDOZA AERO, AR",AR000087418,1970-06-25,1970,6,25,-2.2,13.5,5.65,0.0,0.0
4421,"MENDOZA AERO, AR",AR000087418,1970-06-26,1970,6,26,-0.4,15.4,7.5,0.0,0.0
4422,"MENDOZA AERO, AR",AR000087418,1970-06-27,1970,6,27,3.2,12.8,8.0,0.0,0.0
4423,"MENDOZA AERO, AR",AR000087418,1970-06-28,1970,6,28,-0.8,11.2,5.199999999999999,0.0,0.0
4424,"MENDOZA AERO, AR",AR000087418,1970-06-29,1970,6,29,-3.0,11.5,4.25,0.0,0.0
4425,"MENDOZA AERO, AR",AR000087418,1970-06-30,1970,6,30,2.3,7.8,5.05,0.0,0.0
4426,"MENDOZA AERO, AR",AR000087418,1970-07-01,1970,7,1,-6.0,7.0,0.5,0.0,0.0
4427,"MENDOZA AERO, AR",AR000087418,1970-07-02,1970,7,2,-5.6,10.8,2.6000000000000005,0.0,0.0
4428,"MENDOZA AERO, AR",AR000087418,1970-07-03,1970,7,3,-3.6,13.7,5.05,0.0,0.0
4429,"MENDOZA AERO, AR",AR000087418,1970-07-04,1970,7,4,0.0,12.0,6.0,0.0,0.0
4430,"MENDOZA AERO, AR",AR000087418,1970-07-05,1970,7,5,-3.8,12.2,4.199999999999999,0.0,0.0
4431,"MENDOZA AERO, AR",AR000087418,1970-07-06,1970,7,6,-6.1,13.8,3.8500000000000005,0.0,0.0
4432,"MENDOZA AERO, AR",AR000087418,1970-07-07,1970,7,7,-5.4,14.4,4.5,0.0,0.0
4433,"MENDOZA AERO, AR",AR000087418,1970-07-08,1970,7,8,-4.0,15.0,5.5,0.0,0.0
4434,"MENDOZA AERO, AR",AR000087418,1970-07-09,1970,7,9,-4.9,16.2,5.6499999999999995,0.0,0.0
4435,"MENDOZA AERO, AR",AR000087418,1970-07-10,1970,7,10,1.0,14.5,7.75,0.0,0.0
4436,"MENDOZA AERO, AR",AR000087418,1970-07-11,1970,7,11,-3.0,13.6,5.3,0.0,0.0
4437,"MENDOZA AERO, AR",AR000087418,1970-07-12,1970,7,12,-3.0,15.8,6.4,0.0,0.0
4438,"MENDOZA AERO, AR",AR000087418,1970-07-13,1970,7,13,-3.0,19.0,8.0,0.0,0.0
4439,"MENDOZA AERO, AR",AR000087418,1970-07-14,1970,7,14,-1.9,17.0,7.55,0.0,0.0
4440,"MENDOZA AERO, AR",AR000087418,1970-07-15,1970,7,15,10.5,16.5,13.5,0.0,0.0
4441,"MENDOZA AERO, AR",AR000087418,1970-07-16,1970,7,16,7.0,11.1,9.05,0.0,0.0
4442,"MENDOZA AERO, AR",AR000087418,1970-07-17,1970,7,17,0.2,15.5,7.85,0.0,0.0
4443,"MENDOZA AERO, AR",AR000087418,1970-07-18,1970,7,18,1.6,17.1,9.350000000000001,0.0,0.0
4444,"MENDOZA AERO, AR",AR000087418,1970-07-19,1970,7,19,-1.4,17.2,7.8999999999999995,0.0,0.0
4445,"MENDOZA AERO, AR",AR000087418,1970-07-20,1970,7,20,3.0,19.0,11.0,0.0,0.0
4446,"MENDOZA AERO, AR",AR000087418,1970-07-21,1970,7,21,-0.3,18.6,9.15,0.0,0.0
4447,"MENDOZA AERO, AR",AR000087418,1970-07-22,1970,7,22,-0.4,18.2,8.9,0.0,0.0
4448,"MENDOZA AERO, AR",AR000087418,1970-07-23,1970,7,23,3.0,18.6,10.8,0.0,0.0
4449,"MENDOZA AERO, AR",AR000087418,1970-07-24,1970,7,24,4.6,20.5,12.55,0.0,0.0
4450,"MENDOZA AERO, AR",AR000087418,1970-07-25,1970,7,25,10.9,17.6,14.25,0.0,0.0
4451,"MENDOZA AERO, AR",AR000087418,1970-07-26,1970,7,26,3.6,15.0,9.3,0.0,0.0
4452,"MENDOZA AERO, AR",AR000087418,1970-07-27,1970,7,27,-1.3,17.0,7.85,0.0,0.0
4453,"MENDOZA AERO, AR",AR000087418,1970-07-28,1970,7,28,-1.5,15.0,6.75,0.0,0.0
4454,"MENDOZA AERO, AR",AR000087418,1970-07-29,1970,7,29,5.0,17.7,11.35,0.0,0.0
4455,"MENDOZA AERO, AR",AR000087418,1970-07-30,1970,7,30,1.0,17.3,9.15,0.0,0.0
4456,"MENDOZA AERO, AR",AR000087418,1970-07-31,1970,7,31,-0.6,19.8,9.6,0.0,0.0
4457,"MENDOZA AERO, AR",AR000087418,1970-08-01,1970,8,1,4.4,19.5,11.95,0.0,0.0
4458,"MENDOZA AERO, AR",AR000087418,1970-08-02,1970,8,2,0.0,14.4,7.2,0.0,0.0
4459,"MENDOZA AERO, AR",AR000087418,1970-08-03,1970,8,3,-2.6,13.5,5.45,0.0,0.0
4460,"MENDOZA AERO, AR",AR000087418,1970-08-04,1970,8,4,-1.6,14.0,6.2,0.0,0.0
4461,"MENDOZA AERO, AR",AR000087418,1970-08-05,1970,8,5,0.5,17.2,8.85,0.0,0.0
4462,"MENDOZA AERO, AR",AR000087418,1970-08-06,1970,8,6,5.9,12.4,9.15,0.0,0.0
4463,"MENDOZA AERO, AR",AR000087418,1970-08-07,1970,8,7,-2.5,13.7,5.6,0.0,0.0
4464,"MENDOZA AERO, AR",AR000087418,1970-08-08,1970,8,8,-2.1,15.5,6.7,0.0,0.0
4465,"MENDOZA AERO, AR",AR000087418,1970-08-09,1970,8,9,-1.5,17.6,8.05,0.0,0.0
4466,"MENDOZA AERO, AR",AR000087418,1970-08-10,1970,8,10,-1.3,19.0,8.85,0.0,0.0
4467,"MENDOZA AERO, AR",AR000087418,1970-08-11,1970,8,11,-0.4,20.9,10.25,0.0,0.0
4468,"MENDOZA AERO, AR",AR000087418,1970-08-12,1970,8,12,8.5,15.5,12.0,0.0,0.0
4469,"MENDOZA AERO, AR",AR000087418,1970-08-13,1970,8,13,2.0,16.0,9.0,0.0,0.0
4470,"MENDOZA AERO, AR",AR000087418,1970-08-14,1970,8,14,0.0,20.0,10.0,0.0,0.0
4471,"MENDOZA AERO, AR",AR000087418,1970-08-15,1970,8,15,1.6,21.2,11.4,0.0,0.0
